,loss,accuracy,val_loss,val_accuracy
0,0.14221335765101514,0.9383372068405151,0.15102935359844558,0.9374629259109497
1,0.13261730920497206,0.9383467435836792,0.1822733888384577,0.9374629259109497
2,0.1292455196971373,0.9383467435836792,0.14342502604101162,0.9374629259109497
3,0.12679069448242342,0.9383467435836792,0.1327285159028427,0.9374629259109497
4,0.125191073768727,0.9383467435836792,0.1331135661476639,0.9374629259109497
5,0.12376330015124205,0.9383467435836792,0.1386766247525462,0.9374629259109497
6,0.12272310241089637,0.9383467435836792,0.13778947746527873,0.9374629259109497
7,0.12194959160173598,0.9383467435836792,0.133145839870739,0.9374629259109497
8,0.1213098086091546,0.9383467435836792,0.13628260432819633,0.9374629259109497
9,0.1207685424786385,0.9383467435836792,0.13351635726557182,0.9374629259109497
10,0.12033240839273163,0.9383467435836792,0.1394445439912033,0.9374629259109497
11,0.1198223862725392,0.9383467435836792,0.14695187509145471,0.9374629259109497
12,0.11928619109932996,0.9383467435836792,0.13700497858311864,0.9374629259109497
13,0.11922418295564971,0.9383467435836792,0.13492890678992173,0.9374629259109497
14,0.11912724990317006,0.9383467435836792,0.13499579153269037,0.9374629259109497
15,0.1192621332335825,0.9383467435836792,0.1348028635825252,0.9374629259109497
16,0.11888944134076153,0.9383467435836792,0.14437458238412287,0.9374629259109497
17,0.11862911806302981,0.9383467435836792,0.13537260239084825,0.9374629259109497
18,0.11862233989706214,0.9383467435836792,0.13505128264856436,0.9374629259109497
19,0.119147657650262,0.9383467435836792,0.14130173639997487,0.9374629259109497
20,0.11871934411655906,0.9383467435836792,0.13809218972362347,0.9374629259109497
21,0.11830947793013459,0.9383467435836792,0.13608774028601534,0.9374629259109497
22,0.11805218886685408,0.9383467435836792,0.13861105949369695,0.9374629259109497
23,0.11845939088072052,0.9383467435836792,0.15854729914975182,0.9374629259109497
24,0.1182861075678722,0.9383467435836792,0.1455622872644129,0.9374629259109497
25,0.11824179294253928,0.9383467435836792,0.14066860902880138,0.9374629259109497
26,0.11843179685868321,0.9383467435836792,0.13717727050878994,0.9374629259109497
27,0.11841906818946792,0.9383467435836792,0.13806797130410753,0.9374629259109497
28,0.11816434939020252,0.9383467435836792,0.23150815809409558,0.9374629259109497
29,0.11822400904308498,0.9383467435836792,0.13583096959804197,0.9374629259109497
30,0.11820467797066325,0.9383467435836792,0.1507945534550167,0.9374629259109497
31,0.11777483257716151,0.9383467435836792,0.1370615206824979,0.9374629259109497
32,0.11809322745967002,0.9383467435836792,0.146608573000877,0.9374629259109497
33,0.11817928289708571,0.9383467435836792,0.137872602941973,0.9374629259109497
34,0.11800350674717866,0.9383467435836792,0.1368784898257259,0.9374629259109497
35,0.1178359371538796,0.9383467435836792,0.14481483845863588,0.9374629259109497
36,0.1179782804920571,0.9383467435836792,0.142437541789088,0.9374629259109497
37,0.1178410849872588,0.9383467435836792,0.13786640168116934,0.9374629259109497
38,0.11799331883415595,0.9383467435836792,0.13665739086257211,0.9374629259109497
39,0.11761691204644621,0.9383467435836792,0.13850734467923081,0.9374629259109497
40,0.11802554626830408,0.9383467435836792,0.13714033165822356,0.9374629259109497
41,0.11792749207632236,0.9383467435836792,0.13722968832961804,0.9374629259109497
42,0.1176879013413758,0.9383467435836792,0.13775360157727734,0.9374629259109497
43,0.11785171264502979,0.9383467435836792,0.13725124935239214,0.9374629259109497
44,0.1179979555539266,0.9383467435836792,0.14388655472699408,0.9374629259109497
45,0.11755512813655793,0.9383467435836792,0.13952117078918963,0.9374629259109497
46,0.11772931104040824,0.9383467435836792,0.13858291239925397,0.9374629259109497
47,0.11774315258535728,0.9383467435836792,0.13729832028402006,0.9374629259109497
48,0.117507168386788,0.9383467435836792,0.1391440631279661,0.9374629259109497
49,0.11836611374708975,0.9383467435836792,0.13865106051891304,0.9374629259109497
50,0.11822267520608383,0.9383467435836792,0.14215640296983253,0.9374629259109497
51,0.11789749081792356,0.9383467435836792,0.1377540894059493,0.9374629259109497
52,0.11737896545107174,0.9383467435836792,0.1486120177258021,0.9374629259109497
53,0.11791332090584296,0.9383467435836792,0.14064821343764153,0.9374629259109497
54,0.1181433410200993,0.9383467435836792,0.13727705486233593,0.9374629259109497
55,0.11816921589424789,0.9383467435836792,0.1490090040098036,0.9374629259109497
56,0.11815630836203185,0.9383467435836792,0.14060353626719826,0.9374629259109497
57,0.11777004979442839,0.9383467435836792,0.15339833983319184,0.9374629259109497
58,0.11794238953343454,0.9383467435836792,0.14474820652465917,0.9374629259109497
59,0.12014594548946056,0.9383467435836792,0.14163651028579388,0.9374629259109497
60,0.11883058466154035,0.9383467435836792,0.1448250473642907,0.9374629259109497
61,0.11838283147056367,0.9383467435836792,0.14348419160301454,0.9374629259109497
62,0.11849771570509252,0.9383467435836792,0.1409874808851475,0.9374629259109497
63,0.11836411177394777,0.9383467435836792,0.14582810009497155,0.9374629259109497
64,0.11823665664451932,0.9383467435836792,0.13903704851021526,0.9374629259109497
65,0.11823294730172212,0.9383467435836792,0.13841298682069147,0.9374629259109497
66,0.11846741140406969,0.9383467435836792,0.2024256374621713,0.9374629259109497
67,0.118442767743131,0.9383467435836792,0.14049791632522657,0.9374629259109497
68,0.1189086550310359,0.9383467435836792,0.14810883214586543,0.9374629259109497
69,0.11874317775150935,0.9383467435836792,0.14004166302180185,0.9374629259109497
70,0.11882686362541996,0.9383467435836792,0.14114106648242128,0.9374629259109497
71,0.11884522060411765,0.9383467435836792,0.1441488345428775,0.9374629259109497
72,0.11858879276925204,0.9383467435836792,0.13897463554246015,0.9374629259109497
73,0.11884062065400378,0.9383467435836792,0.1402644878302006,0.9374629259109497
74,0.11891768050751626,0.9383467435836792,0.13990803834028434,0.9374629259109497
75,0.11912872211776408,0.9383467435836792,0.14344364445635505,0.9374629259109497
76,0.11914233332683348,0.9383467435836792,0.14683876229905207,0.9374629259109497
77,0.11906572682129692,0.9383467435836792,0.13799513954380813,0.9374629259109497
78,0.11928993626648456,0.9383467435836792,0.14080130822845327,0.9374629259109497
79,0.11903892493501103,0.9383467435836792,0.14737483121786993,0.9374629259109497
80,0.11896467086352258,0.9383467435836792,0.14034996014275566,0.9374629259109497
81,0.11915924961319097,0.9383467435836792,0.13949297016732704,0.9374629259109497
82,0.11885117211337151,0.9383467435836792,0.14305091406969986,0.9374629259109497
83,0.11956220137247611,0.9383467435836792,0.15269479556826498,0.9374629259109497
84,0.11987360451700159,0.9383467435836792,0.16495520498919372,0.9374629259109497
85,0.11960549563547429,0.9383467435836792,0.14108400680784325,0.9374629259109497
86,0.11972377412690398,0.9383467435836792,0.1405685163419011,0.9374629259109497
87,0.11949858286285371,0.9383467435836792,0.13967176601369138,0.9374629259109497
